file_path,start_s,end_s,duration_s,speaker_id,keyword_text,split,source_dataset,quadrant_class,profile_id,enrolled_user_id,enrolled_keyword_text,profile_path,trial_source,q3_gate_eligible,synthesis_backend,speaker_verification_score
data/raw/smoke/speaker/speaker_train_06/train_speaker_030.wav,0.000000,1.600000,1.600000,speaker_train_06,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_07/train_speaker_031.wav,0.000000,1.600000,1.600000,speaker_train_07,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_08/train_speaker_032.wav,0.000000,1.600000,1.600000,speaker_train_08,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_09/train_speaker_033.wav,0.000000,1.600000,1.600000,speaker_train_09,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_10/train_speaker_034.wav,0.000000,1.600000,1.600000,speaker_train_10,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_11/train_speaker_035.wav,0.000000,1.600000,1.600000,speaker_train_11,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_00/train_speaker_036.wav,0.000000,1.600000,1.600000,speaker_train_00,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_01/train_speaker_037.wav,0.000000,1.600000,1.600000,speaker_train_01,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_02/train_speaker_038.wav,0.000000,1.600000,1.600000,speaker_train_02,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_03/train_speaker_039.wav,0.000000,1.600000,1.600000,speaker_train_03,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_04/train_speaker_040.wav,0.000000,1.600000,1.600000,speaker_train_04,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_05/train_speaker_041.wav,0.000000,1.600000,1.600000,speaker_train_05,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_06/train_speaker_042.wav,0.000000,1.600000,1.600000,speaker_train_06,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_07/train_speaker_043.wav,0.000000,1.600000,1.600000,speaker_train_07,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_08/train_speaker_044.wav,0.000000,1.600000,1.600000,speaker_train_08,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_09/train_speaker_045.wav,0.000000,1.600000,1.600000,speaker_train_09,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_10/train_speaker_046.wav,0.000000,1.600000,1.600000,speaker_train_10,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_11/train_speaker_047.wav,0.000000,1.600000,1.600000,speaker_train_11,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_00/train_speaker_048.wav,0.000000,1.600000,1.600000,speaker_train_00,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_01/train_speaker_049.wav,0.000000,1.600000,1.600000,speaker_train_01,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_02/train_speaker_050.wav,0.000000,1.600000,1.600000,speaker_train_02,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_03/train_speaker_051.wav,0.000000,1.600000,1.600000,speaker_train_03,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_04/train_speaker_052.wav,0.000000,1.600000,1.600000,speaker_train_04,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_05/train_speaker_053.wav,0.000000,1.600000,1.600000,speaker_train_05,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_06/train_speaker_054.wav,0.000000,1.600000,1.600000,speaker_train_06,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_07/train_speaker_055.wav,0.000000,1.600000,1.600000,speaker_train_07,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_08/train_speaker_056.wav,0.000000,1.600000,1.600000,speaker_train_08,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_09/train_speaker_057.wav,0.000000,1.600000,1.600000,speaker_train_09,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_10/train_speaker_058.wav,0.000000,1.600000,1.600000,speaker_train_10,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_11/train_speaker_059.wav,0.000000,1.600000,1.600000,speaker_train_11,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_00/train_speaker_060.wav,0.000000,1.600000,1.600000,speaker_train_00,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_01/train_speaker_061.wav,0.000000,1.600000,1.600000,speaker_train_01,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_02/train_speaker_062.wav,0.000000,1.600000,1.600000,speaker_train_02,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_03/train_speaker_063.wav,0.000000,1.600000,1.600000,speaker_train_03,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_04/train_speaker_064.wav,0.000000,1.600000,1.600000,speaker_train_04,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_05/train_speaker_065.wav,0.000000,1.600000,1.600000,speaker_train_05,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_06/train_speaker_066.wav,0.000000,1.600000,1.600000,speaker_train_06,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_07/train_speaker_067.wav,0.000000,1.600000,1.600000,speaker_train_07,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_08/train_speaker_068.wav,0.000000,1.600000,1.600000,speaker_train_08,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_09/train_speaker_069.wav,0.000000,1.600000,1.600000,speaker_train_09,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_10/train_speaker_070.wav,0.000000,1.600000,1.600000,speaker_train_10,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_11/train_speaker_071.wav,0.000000,1.600000,1.600000,speaker_train_11,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_00/train_speaker_072.wav,0.000000,1.600000,1.600000,speaker_train_00,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_01/train_speaker_073.wav,0.000000,1.600000,1.600000,speaker_train_01,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_02/train_speaker_074.wav,0.000000,1.600000,1.600000,speaker_train_02,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_03/train_speaker_075.wav,0.000000,1.600000,1.600000,speaker_train_03,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_04/train_speaker_076.wav,0.000000,1.600000,1.600000,speaker_train_04,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_05/train_speaker_077.wav,0.000000,1.600000,1.600000,speaker_train_05,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_06/train_speaker_078.wav,0.000000,1.600000,1.600000,speaker_train_06,,train,smoke,,,,,,real,true,,
data/raw/smoke/speaker/speaker_train_07/train_speaker_079.wav,0.000000,1.600000,1.600000,speaker_train_07,,train,smoke,,,,,,real,true,,
