file_path,start_s,end_s,duration_s,speaker_id,keyword_text,split,source_dataset,quadrant_class,profile_id,enrolled_user_id,enrolled_keyword_text,profile_path,trial_source,q3_gate_eligible,synthesis_backend,speaker_verification_score
data/raw/smoke/content/spk_train_04/train_content_036.wav,0.000000,1.600000,1.600000,spk_train_04,wake phrase 4,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_05/train_content_037.wav,0.000000,1.600000,1.600000,spk_train_05,wake phrase 5,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_06/train_content_038.wav,0.000000,1.600000,1.600000,spk_train_06,wake phrase 6,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_07/train_content_039.wav,0.000000,1.600000,1.600000,spk_train_07,wake phrase 7,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_00/train_content_040.wav,0.000000,1.600000,1.600000,spk_train_00,wake phrase 0,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_01/train_content_041.wav,0.000000,1.600000,1.600000,spk_train_01,wake phrase 1,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_02/train_content_042.wav,0.000000,1.600000,1.600000,spk_train_02,wake phrase 2,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_03/train_content_043.wav,0.000000,1.600000,1.600000,spk_train_03,wake phrase 3,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_04/train_content_044.wav,0.000000,1.600000,1.600000,spk_train_04,wake phrase 4,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_05/train_content_045.wav,0.000000,1.600000,1.600000,spk_train_05,wake phrase 5,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_06/train_content_046.wav,0.000000,1.600000,1.600000,spk_train_06,wake phrase 6,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_07/train_content_047.wav,0.000000,1.600000,1.600000,spk_train_07,wake phrase 7,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_00/train_content_048.wav,0.000000,1.600000,1.600000,spk_train_00,wake phrase 0,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_01/train_content_049.wav,0.000000,1.600000,1.600000,spk_train_01,wake phrase 1,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_02/train_content_050.wav,0.000000,1.600000,1.600000,spk_train_02,wake phrase 2,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_03/train_content_051.wav,0.000000,1.600000,1.600000,spk_train_03,wake phrase 3,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_04/train_content_052.wav,0.000000,1.600000,1.600000,spk_train_04,wake phrase 4,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_05/train_content_053.wav,0.000000,1.600000,1.600000,spk_train_05,wake phrase 5,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_06/train_content_054.wav,0.000000,1.600000,1.600000,spk_train_06,wake phrase 6,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_07/train_content_055.wav,0.000000,1.600000,1.600000,spk_train_07,wake phrase 7,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_00/train_content_056.wav,0.000000,1.600000,1.600000,spk_train_00,wake phrase 0,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_01/train_content_057.wav,0.000000,1.600000,1.600000,spk_train_01,wake phrase 1,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_02/train_content_058.wav,0.000000,1.600000,1.600000,spk_train_02,wake phrase 2,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_03/train_content_059.wav,0.000000,1.600000,1.600000,spk_train_03,wake phrase 3,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_04/train_content_060.wav,0.000000,1.600000,1.600000,spk_train_04,wake phrase 4,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_05/train_content_061.wav,0.000000,1.600000,1.600000,spk_train_05,wake phrase 5,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_06/train_content_062.wav,0.000000,1.600000,1.600000,spk_train_06,wake phrase 6,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_07/train_content_063.wav,0.000000,1.600000,1.600000,spk_train_07,wake phrase 7,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_00/train_content_064.wav,0.000000,1.600000,1.600000,spk_train_00,wake phrase 0,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_01/train_content_065.wav,0.000000,1.600000,1.600000,spk_train_01,wake phrase 1,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_02/train_content_066.wav,0.000000,1.600000,1.600000,spk_train_02,wake phrase 2,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_03/train_content_067.wav,0.000000,1.600000,1.600000,spk_train_03,wake phrase 3,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_04/train_content_068.wav,0.000000,1.600000,1.600000,spk_train_04,wake phrase 4,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_05/train_content_069.wav,0.000000,1.600000,1.600000,spk_train_05,wake phrase 5,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_06/train_content_070.wav,0.000000,1.600000,1.600000,spk_train_06,wake phrase 6,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_07/train_content_071.wav,0.000000,1.600000,1.600000,spk_train_07,wake phrase 7,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_00/train_content_072.wav,0.000000,1.600000,1.600000,spk_train_00,wake phrase 0,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_01/train_content_073.wav,0.000000,1.600000,1.600000,spk_train_01,wake phrase 1,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_02/train_content_074.wav,0.000000,1.600000,1.600000,spk_train_02,wake phrase 2,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_03/train_content_075.wav,0.000000,1.600000,1.600000,spk_train_03,wake phrase 3,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_04/train_content_076.wav,0.000000,1.600000,1.600000,spk_train_04,wake phrase 4,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_05/train_content_077.wav,0.000000,1.600000,1.600000,spk_train_05,wake phrase 5,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_06/train_content_078.wav,0.000000,1.600000,1.600000,spk_train_06,wake phrase 6,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_07/train_content_079.wav,0.000000,1.600000,1.600000,spk_train_07,wake phrase 7,train,smoke,,,,,,real,true,,
